,Open,High,Low,Close,Volume,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,EBITDA,EBIT,Net Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Net Income Including Noncontrolling Interests,Net Income Common Stockholders,Net Income Continuous Operations,Total Revenue,Operating Revenue,Gross Profit,Operating Income,Total Expenses,Operating Expense,Reconciled Cost Of Revenue,Cost Of Revenue,Diluted EPS,Basic EPS,Interest Expense,Interest Income,Tax Provision,Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Retained Earnings,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Long Term Debt,Current Liabilities,Total Assets,Total Non Current Assets,Net PPE,Accumulated Depreciation,Gross PPE,Current Assets,Inventory,Accounts Receivable,Cash And Cash Equivalents,Cash Equivalents,Free Cash Flow,Repurchase Of Capital Stock,Repayment Of Debt,Issuance Of Debt,Capital Expenditure,Cash Dividends Paid,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,Change In Working Capital,Stock Based Compensation,Depreciation And Amortization,Deferred Tax,Net Income From Continuing Operations,marketCap,beta,trailingPE,forwardPE,dividendYield,priceToBook,priceToSalesTrailing12Months,revenueGrowth,earningsGrowth,52WeekChange,SandP52WeekChange,returnOnAssets,returnOnEquity,grossMargins,operatingMargins,ebitdaMargins,currentRatio,debtToEquity,sharesOutstanding,sharesShort,shortRatio,priceHint,currentPrice,targetMeanPrice,recommendationMean,numberOfAnalystOpinions,totalCash,totalDebt,quickRatio,totalRevenue,revenuePerShare,freeCashflow,operatingCashflow,trailingPegRatio
2019-12-31,122.62635831776232,124.2623068437258,121.83830873590011,122.79593658447266,26097500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2155994152960.0,0.0,23.16866,20.029852,0.0047,6.8113847,6.34379,0.151,0.367,0.34187424,0.3763833,0.16483,0.32101002,0.58127,0.32312,0.36330003,1.95,7.625,5858999808.0,68512841.0,3.11,2.0,174.46,200.72,1.9,48.0,93229998080.0,23950999552.0,1.761,339859013632.0,27.443,46253498368.0,105101000704.0,1.1293
2020-12-31,122.62635831776232,124.2623068437258,121.83830873590011,122.79593658447266,26097500.0,970572126.783412,0.162493,55941000000.0,61914000000.0,48217000000.0,40269000000.0,35266572126.78341,40269000000.0,40269000000.0,40269000000.0,40269000000.0,182527000000.0,182527000000.0,97795000000.0,41224000000.0,141303000000.0,56571000000.0,84732000000.0,84732000000.0,2.930501,2.957501,135000000.0,1865000000.0,7813000000.0,0.0,13504440000.0,13504440000.0,0.0,26772000000.0,199924000000.0,235376000000.0,117462000000.0,199924000000.0,222544000000.0,235376000000.0,222544000000.0,222544000000.0,163401000000.0,58510000000.0,97072000000.0,40238000000.0,12832000000.0,56834000000.0,319616000000.0,145320000000.0,96960000000.0,-41713000000.0,138673000000.0,174296000000.0,728000000.0,30930000000.0,26465000000.0,0.0,42843000000.0,-31149000000.0,-2100000000.0,11761000000.0,-22281000000.0,0.0,65124000000.0,-32773000000.0,-24408000000.0,1827000000.0,12991000000.0,13697000000.0,1390000000.0,40269000000.0,2155994152960.0,0.0,23.16866,20.029852,0.0047,6.8113847,6.34379,0.151,0.367,0.34187424,0.3763833,0.16483,0.32101002,0.58127,0.32312,0.36330003,1.95,7.625,5858999808.0,68512841.0,3.11,2.0,174.46,200.72,1.9,48.0,93229998080.0,23950999552.0,1.761,339859013632.0,27.443,46253498368.0,105101000704.0,1.1293
2021-12-31,122.62635831776232,124.2623068437258,121.83830873590011,122.79593658447266,26097500.0,1948860000.0,0.162,91491000000.0,103521000000.0,91080000000.0,76033000000.0,65951860000.0,76033000000.0,76033000000.0,76033000000.0,76033000000.0,257637000000.0,257637000000.0,146698000000.0,78714000000.0,178923000000.0,67984000000.0,110939000000.0,110939000000.0,5.610003,5.694003,346000000.0,1499000000.0,14701000000.0,0.0,13242420000.0,13242420000.0,0.0,28395000000.0,227262000000.0,264479000000.0,123889000000.0,227262000000.0,251635000000.0,264479000000.0,251635000000.0,251635000000.0,191484000000.0,61774000000.0,107633000000.0,43379000000.0,12844000000.0,64254000000.0,359268000000.0,171125000000.0,110558000000.0,-49414000000.0,159972000000.0,188143000000.0,1170000000.0,39304000000.0,20945000000.0,0.0,67012000000.0,-50274000000.0,-21435000000.0,20199000000.0,-24640000000.0,0.0,91652000000.0,-35523000000.0,-61362000000.0,-1523000000.0,15376000000.0,12441000000.0,1808000000.0,76033000000.0,2155994152960.0,0.0,23.16866,20.029852,0.0047,6.8113847,6.34379,0.151,0.367,0.34187424,0.3763833,0.16483,0.32101002,0.58127,0.32312,0.36330003,1.95,7.625,5858999808.0,68512841.0,3.11,2.0,174.46,200.72,1.9,48.0,93229998080.0,23950999552.0,1.761,339859013632.0,27.443,46253498368.0,105101000704.0,1.1293
2022-12-31,122.62635831776232,124.2623068437258,121.83830873590011,122.79593658447266,26097500.0,-981507000.0,0.159,91333000000.0,85160000000.0,71685000000.0,59972000000.0,65163493000.0,59972000000.0,59972000000.0,59972000000.0,59972000000.0,282836000000.0,282836000000.0,156633000000.0,74842000000.0,207994000000.0,81791000000.0,126203000000.0,126203000000.0,4.56,4.59,357000000.0,2174000000.0,11356000000.0,0.0,12849000000.0,12849000000.0,0.0,29679000000.0,227184000000.0,269001000000.0,95495000000.0,227184000000.0,256144000000.0,269001000000.0,256144000000.0,256144000000.0,195563000000.0,68184000000.0,109120000000.0,39820000000.0,12857000000.0,69300000000.0,365264000000.0,200469000000.0,127049000000.0,-59042000000.0,186091000000.0,164795000000.0,2670000000.0,40258000000.0,21879000000.0,0.0,60010000000.0,-59296000000.0,-54068000000.0,52872000000.0,-31485000000.0,0.0,91495000000.0,-20298000000.0,-69757000000.0,-2235000000.0,19362000000.0,13475000000.0,-8081000000.0,59972000000.0,2155994152960.0,0.0,23.16866,20.029852,0.0047,6.8113847,6.34379,0.151,0.367,0.34187424,0.3763833,0.16483,0.32101002,0.58127,0.32312,0.36330003,1.95,7.625,5858999808.0,68512841.0,3.11,2.0,174.46,200.72,1.9,48.0,93229998080.0,23950999552.0,1.761,339859013632.0,27.443,46253498368.0,105101000704.0,1.1293
2023-06-18,122.62635831776232,124.2623068437258,121.83830873590011,122.79593658447266,26097500.0,-981507000.0,0.159,91333000000.0,85160000000.0,71685000000.0,59972000000.0,65163493000.0,59972000000.0,59972000000.0,59972000000.0,59972000000.0,282836000000.0,282836000000.0,156633000000.0,74842000000.0,207994000000.0,81791000000.0,126203000000.0,126203000000.0,4.56,4.59,357000000.0,2174000000.0,11356000000.0,0.0,12849000000.0,12849000000.0,0.0,29679000000.0,227184000000.0,269001000000.0,95495000000.0,227184000000.0,256144000000.0,269001000000.0,256144000000.0,256144000000.0,195563000000.0,68184000000.0,109120000000.0,39820000000.0,12857000000.0,69300000000.0,365264000000.0,200469000000.0,127049000000.0,-59042000000.0,186091000000.0,164795000000.0,2670000000.0,40258000000.0,21879000000.0,0.0,60010000000.0,-59296000000.0,-54068000000.0,52872000000.0,-31485000000.0,0.0,91495000000.0,-20298000000.0,-69757000000.0,-2235000000.0,19362000000.0,13475000000.0,-8081000000.0,59972000000.0,2155994152960.0,0.0,23.16866,20.029852,0.0047,6.8113847,6.34379,0.151,0.367,0.34187424,0.3763833,0.16483,0.32101002,0.58127,0.32312,0.36330003,1.95,7.625,5858999808.0,68512841.0,3.11,2.0,174.46,200.72,1.9,48.0,93229998080.0,23950999552.0,1.761,339859013632.0,27.443,46253498368.0,105101000704.0,1.1293
2023-06-19,122.62635831776232,124.2623068437258,121.83830873590011,122.79593658447266,26097500.0,-981507000.0,0.159,91333000000.0,85160000000.0,71685000000.0,59972000000.0,65163493000.0,59972000000.0,59972000000.0,59972000000.0,59972000000.0,282836000000.0,282836000000.0,156633000000.0,74842000000.0,207994000000.0,81791000000.0,126203000000.0,126203000000.0,4.56,4.59,357000000.0,2174000000.0,11356000000.0,0.0,12849000000.0,12849000000.0,0.0,29679000000.0,227184000000.0,269001000000.0,95495000000.0,227184000000.0,256144000000.0,269001000000.0,256144000000.0,256144000000.0,195563000000.0,68184000000.0,109120000000.0,39820000000.0,12857000000.0,69300000000.0,365264000000.0,200469000000.0,127049000000.0,-59042000000.0,186091000000.0,164795000000.0,2670000000.0,40258000000.0,21879000000.0,0.0,60010000000.0,-59296000000.0,-54068000000.0,52872000000.0,-31485000000.0,0.0,91495000000.0,-20298000000.0,-69757000000.0,-2235000000.0,19362000000.0,13475000000.0,-8081000000.0,59972000000.0,2155994152960.0,0.0,23.16866,20.029852,0.0047,6.8113847,6.34379,0.151,0.367,0.34187424,0.3763833,0.16483,0.32101002,0.58127,0.32312,0.36330003,1.95,7.625,5858999808.0,68512841.0,3.11,2.0,174.46,200.72,1.9,48.0,93229998080.0,23950999552.0,1.761,339859013632.0,27.443,46253498368.0,105101000704.0,1.1293
2023-06-20,122.62635831776232,124.2623068437258,121.83830873590011,122.79593658447266,26097500.0,-981507000.0,0.159,91333000000.0,85160000000.0,71685000000.0,59972000000.0,65163493000.0,59972000000.0,59972000000.0,59972000000.0,59972000000.0,282836000000.0,282836000000.0,156633000000.0,74842000000.0,207994000000.0,81791000000.0,126203000000.0,126203000000.0,4.56,4.59,357000000.0,2174000000.0,11356000000.0,0.0,12849000000.0,12849000000.0,0.0,29679000000.0,227184000000.0,269001000000.0,95495000000.0,227184000000.0,256144000000.0,269001000000.0,256144000000.0,256144000000.0,195563000000.0,68184000000.0,109120000000.0,39820000000.0,12857000000.0,69300000000.0,365264000000.0,200469000000.0,127049000000.0,-59042000000.0,186091000000.0,164795000000.0,2670000000.0,40258000000.0,21879000000.0,0.0,60010000000.0,-59296000000.0,-54068000000.0,52872000000.0,-31485000000.0,0.0,91495000000.0,-20298000000.0,-69757000000.0,-2235000000.0,19362000000.0,13475000000.0,-8081000000.0,59972000000.0,2155994152960.0,0.0,23.16866,20.029852,0.0047,6.8113847,6.34379,0.151,0.367,0.34187424,0.3763833,0.16483,0.32101002,0.58127,0.32312,0.36330003,1.95,7.625,5858999808.0,68512841.0,3.11,2.0,174.46,200.72,1.9,48.0,93229998080.0,23950999552.0,1.761,339859013632.0,27.443,46253498368.0,105101000704.0,1.1293
2023-06-21,122.0976642503509,122.35702416160981,119.80334238035539,120.25223541259766,30306300.0,-981507000.0,0.159,91333000000.0,85160000000.0,71685000000.0,59972000000.0,65163493000.0,59972000000.0,59972000000.0,59972000000.0,59972000000.0,282836000000.0,282836000000.0,156633000000.0,74842000000.0,207994000000.0,81791000000.0,126203000000.0,126203000000.0,4.56,4.59,357000000.0,2174000000.0,11356000000.0,0.0,12849000000.0,12849000000.0,0.0,29679000000.0,227184000000.0,269001000000.0,95495000000.0,227184000000.0,256144000000.0,269001000000.0,256144000000.0,256144000000.0,195563000000.0,68184000000.0,109120000000.0,39820000000.0,12857000000.0,69300000000.0,365264000000.0,200469000000.0,127049000000.0,-59042000000.0,186091000000.0,164795000000.0,2670000000.0,40258000000.0,21879000000.0,0.0,60010000000.0,-59296000000.0,-54068000000.0,52872000000.0,-31485000000.0,0.0,91495000000.0,-20298000000.0,-69757000000.0,-2235000000.0,19362000000.0,13475000000.0,-8081000000.0,59972000000.0,2155994152960.0,0.0,23.16866,20.029852,0.0047,6.8113847,6.34379,0.151,0.367,0.34187424,0.3763833,0.16483,0.32101002,0.58127,0.32312,0.36330003,1.95,7.625,5858999808.0,68512841.0,3.11,2.0,174.46,200.72,1.9,48.0,93229998080.0,23950999552.0,1.761,339859013632.0,27.443,46253498368.0,105101000704.0,1.1293
2023-06-22,119.70358919796696,122.93558397535828,118.5364810298186,122.84580993652344,26952200.0,-981507000.0,0.159,91333000000.0,85160000000.0,71685000000.0,59972000000.0,65163493000.0,59972000000.0,59972000000.0,59972000000.0,59972000000.0,282836000000.0,282836000000.0,156633000000.0,74842000000.0,207994000000.0,81791000000.0,126203000000.0,126203000000.0,4.56,4.59,357000000.0,2174000000.0,11356000000.0,0.0,12849000000.0,12849000000.0,0.0,29679000000.0,227184000000.0,269001000000.0,95495000000.0,227184000000.0,256144000000.0,269001000000.0,256144000000.0,256144000000.0,195563000000.0,68184000000.0,109120000000.0,39820000000.0,12857000000.0,69300000000.0,365264000000.0,200469000000.0,127049000000.0,-59042000000.0,186091000000.0,164795000000.0,2670000000.0,40258000000.0,21879000000.0,0.0,60010000000.0,-59296000000.0,-54068000000.0,52872000000.0,-31485000000.0,0.0,91495000000.0,-20298000000.0,-69757000000.0,-2235000000.0,19362000000.0,13475000000.0,-8081000000.0,59972000000.0,2155994152960.0,0.0,23.16866,20.029852,0.0047,6.8113847,6.34379,0.151,0.367,0.34187424,0.3763833,0.16483,0.32101002,0.58127,0.32312,0.36330003,1.95,7.625,5858999808.0,68512841.0,3.11,2.0,174.46,200.72,1.9,48.0,93229998080.0,23950999552.0,1.761,339859013632.0,27.443,46253498368.0,105101000704.0,1.1293
2023-06-23,121.0801834338979,122.48670432625082,120.76097415209824,122.03781127929688,34885300.0,-981507000.0,0.159,91333000000.0,85160000000.0,71685000000.0,59972000000.0,65163493000.0,59972000000.0,59972000000.0,59972000000.0,59972000000.0,282836000000.0,282836000000.0,156633000000.0,74842000000.0,207994000000.0,81791000000.0,126203000000.0,126203000000.0,4.56,4.59,357000000.0,2174000000.0,11356000000.0,0.0,12849000000.0,12849000000.0,0.0,29679000000.0,227184000000.0,269001000000.0,95495000000.0,227184000000.0,256144000000.0,269001000000.0,256144000000.0,256144000000.0,195563000000.0,68184000000.0,109120000000.0,39820000000.0,12857000000.0,69300000000.0,365264000000.0,200469000000.0,127049000000.0,-59042000000.0,186091000000.0,164795000000.0,2670000000.0,40258000000.0,21879000000.0,0.0,60010000000.0,-59296000000.0,-54068000000.0,52872000000.0,-31485000000.0,0.0,91495000000.0,-20298000000.0,-69757000000.0,-2235000000.0,19362000000.0,13475000000.0,-8081000000.0,59972000000.0,2155994152960.0,0.0,23.16866,20.029852,0.0047,6.8113847,6.34379,0.151,0.367,0.34187424,0.3763833,0.16483,0.32101002,0.58127,0.32312,0.36330003,1.95,7.625,5858999808.0,68512841.0,3.11,2.0,174.46,200.72,1.9,48.0,93229998080.0,23950999552.0,1.761,339859013632.0,27.443,46253498368.0,105101000704.0,1.1293
