date,AAPL,AMZN,CSCO,DIS,GOOG,INTC,ITIC,JPM,KO,META,MSFT,NFLX,NVDA,PEP,PFE,PG,TSLA,V,VZ,XOM
2023-07-11,0.125,0.5,0.10909090909090909,0.08831168831168831,0.03333333333333333,-0.1625,0.25,0.5,0.15202380952380953,0.05,-0.05813131313131313,0.0,0.11659090909090909,0.4375,0.0,0.0,0.375,-0.03333333333333333,0.04166666666666667,0.08055555555555556
2023-07-12,0.19032900432900432,0.0,0.0,0.03194444444444445,0.03333333333333333,-0.1625,0.25,0.1875,-0.02136363636363637,0.19886363636363635,0.0,0.0,-0.10909090909090909,0.0207070707070707,0.0,0.0,0.056666666666666664,0.3,0.04166666666666667,0.08055555555555556
2023-07-13,0.19032900432900432,0.2388888888888889,0.09,0.03194444444444445,0.0,-0.1625,0.25,0.0,0.13636363636363635,0.19886363636363635,0.0,0.0,0.5,0.07013888888888889,0.0,0.0,-0.16666666666666666,-0.1,0.04166666666666667,-0.03125
2023-07-14,0.19032900432900432,0.2388888888888889,0.05,0.03194444444444445,0.0,-0.1625,0.25,0.12023809523809524,0.13825757575757577,0.19886363636363635,0.3875,0.0,0.5,0.07013888888888889,0.0,-0.041666666666666664,-0.16666666666666666,0.0625,0.04166666666666667,0.0
2023-07-15,0.19032900432900432,0.2388888888888889,0.05,0.03194444444444445,0.0,-0.1625,0.25,-0.3,0.13825757575757577,0.19886363636363635,0.3875,0.0,0.5,0.07013888888888889,0.0,-0.041666666666666664,0.25,0.0625,0.04166666666666667,0.0
2023-07-16,0.13636363636363635,0.2388888888888889,-0.3,0.03194444444444445,0.0,-0.1625,0.25,0.0,0.13825757575757577,0.19886363636363635,0.3875,0.0,0.5,0.07013888888888889,0.0,-0.041666666666666664,-0.0625,0.0625,0.04166666666666667,0.0
2023-07-17,0.09999999999999999,0.2388888888888889,0.43333333333333335,0.03194444444444445,0.4354166666666667,-0.1625,0.25,0.0,0.018181818181818174,0.0,0.36818181818181817,0.0,0.5,0.012121212121212116,0.2,-0.041666666666666664,-0.0625,0.0840909090909091,0.0,0.22499999999999998
2023-07-18,0.07083333333333336,0.4125,0.43333333333333335,0.03194444444444445,0.4354166666666667,-0.1625,0.25,0.0,0.07222222222222222,0.04007936507936508,0.19911816578483246,0.0,0.06166666666666665,0.0,-0.009203142536475873,0.0,0.15833333333333333,-0.125,-0.125,-0.09999999999999998
2023-07-19,0.1,-0.016666666666666663,0.43333333333333335,0.05,0.4354166666666667,-0.1625,0.25,0.041666666666666664,0.07222222222222222,0.06142857142857142,0.0,0.0,0.275,0.0,-0.18020833333333333,0.1,0.025,0.0,0.2,0.0
2023-07-20,0.1,0.14469696969696969,0.1392992424242424,0.16829545454545455,0.4354166666666667,-0.1625,0.25,-0.03333333333333333,0.28409090909090906,0.10714285714285714,0.0,0.0,0.13636363636363635,0.0,0.12401620370370373,0.05,0.07500000000000001,0.0,0.18888888888888888,0.05
